X,X1,X2,X3,Q,Grate,Crate,Prate,DATE
P,P,C,C,0,0.333333333,0.333333333,0.333333333,2016/5/15
G,P,P,C,0,0.388888889,0.388888889,0.222222222,2016/5/22
P,G,P,P,0,0.266666667,0.466666667,0.266666667,2016/5/29
C,P,G,P,0,0.333333333,0.583333333,0.083333333,2016/6/5
G,C,P,G,0,0.444444444,0.444444444,0.111111111,2016/6/12
P,G,C,P,0,0.166666667,0.666666667,0.166666667,2016/6/19
G,P,G,C,0,0.333333333,1.333333333,-0.666666667,2016/6/26
C,G,P,G,1,0.333333333,0.333333333,0.333333333,2016/7/3
C,C,G,P,0,0.361111111,0.277777778,0.361111111,2016/7/10
P,C,C,G,0,0.393939394,0.212121212,0.393939394,2016/7/17
C,P,C,C,0,0.433333333,0.233333333,0.333333333,2016/7/24
G,C,P,C,0,0.481481481,0.148148148,0.37037037,2016/7/31
G,G,C,P,0,0.416666667,0.166666667,0.416666667,2016/8/7
C,G,G,C,0,0.333333333,0.19047619,0.476190476,2016/8/14
P,C,G,G,0,0.388888889,0.055555556,0.555555556,2016/8/21
C,P,C,G,0,0.466666667,0.066666667,0.466666667,2016/8/28
P,C,P,C,0,0.583333333,-0.166666667,0.583333333,2016/9/4
G,P,C,P,0,0.777777778,-0.222222222,0.444444444,2016/9/11
G,G,P,C,0,0.666666667,-0.333333333,0.666666667,2016/9/18
P,G,G,P,0,0.333333333,-0.666666667,1.333333333,2016/9/25
C,P,G,G,1,0.333333333,0.333333333,0.333333333,2016/10/2
G,C,P,G,0,0.363636364,0.272727273,0.363636364,2016/10/9
C,G,C,P,0,0.3,0.3,0.4,2016/10/16
P,C,G,C,0,0.333333333,0.222222222,0.444444444,2016/10/30
C,P,C,G,0,0.375,0.25,0.375,2016/11/6
G,C,P,C,0,0.428571429,0.142857143,0.428571429,2016/11/13
G,G,C,P,0,0.333333333,0.166666667,0.5,2016/11/20
P,G,G,C,0,0.2,0.2,0.6,2016/11/27
P,P,G,G,0,0.25,0.25,0.5,2016/12/4
C,P,P,G,0,0.333333333,0.333333333,0.333333333,2016/12/11
G,C,P,P,0,0.5,0,0.5,2016/12/18
P,G,C,P,0,0,0,1,2016/12/25
C,P,G,C,1,0.333333333,0.333333333,0.333333333,2017/1/8
C,C,P,G,0,0.366666667,0.266666667,0.366666667,2017/1/15
P,C,C,P,0,0.407407407,0.185185185,0.407407407,2017/1/22
G,P,C,C,0,0.458333333,0.208333333,0.333333333,2017/1/29
G,G,P,C,0,0.380952381,0.238095238,0.380952381,2017/2/5
P,G,G,P,0,0.277777778,0.277777778,0.444444444,2017/2/12
C,P,G,G,0,0.333333333,0.333333333,0.333333333,2017/2/19
C,C,P,G,0,0.416666667,0.166666667,0.416666667,2017/2/26
G,C,C,P,0,0.555555556,-0.111111111,0.555555556,2017/3/5
P,G,C,C,0,0.333333333,-0.166666667,0.833333333,2017/3/12
C,P,G,C,0,0.666666667,-0.333333333,0.666666667,2017/3/26
C,C,P,G,1,0.333333333,0.333333333,0.333333333,2017/4/2
G,C,C,P,0,0.361111111,0.277777778,0.361111111,2017/4/9
P,G,C,C,0,0.303030303,0.303030303,0.393939394,2017/4/16
P,P,G,C,0,0.333333333,0.333333333,0.333333333,2017/4/23
C,P,P,G,0,0.37037037,0.37037037,0.259259259,2017/4/30
G,C,P,P,0,0.416666667,0.291666667,0.291666667,2017/5/7
P,G,C,P,0,0.333333333,0.333333333,0.333333333,2017/5/14
C,P,G,C,0,0.388888889,0.388888889,0.222222222,2017/5/21
G,C,P,G,0,0.466666667,0.266666667,0.266666667,2017/5/28
C,G,C,P,0,0.333333333,0.333333333,0.333333333,2017/6/4
P,C,G,C,0,0.444444444,0.111111111,0.444444444,2017/6/11
G,P,C,G,0,0.666666667,0.166666667,0.166666667,2017/6/18
G,G,P,C,0,0.333333333,0.333333333,0.333333333,2017/6/25
C,G,G,P,1,0.333333333,0.333333333,0.333333333,2017/7/2
P,C,G,G,0,0.361111111,0.277777778,0.361111111,2017/7/9
G,P,C,G,0,0.393939394,0.303030303,0.303030303,2017/7/16
P,G,P,C,0,0.333333333,0.333333333,0.333333333,2017/7/23
C,P,G,P,0,0.37037037,0.37037037,0.259259259,2017/7/30
P,C,P,G,0,0.416666667,0.291666667,0.291666667,2017/8/6
G,P,C,P,0,0.476190476,0.333333333,0.19047619,2017/8/13
C,G,P,C,0,0.388888889,0.388888889,0.222222222,2017/8/20
G,C,G,P,0,0.466666667,0.266666667,0.266666667,2017/8/27
P,G,C,G,0,0.333333333,0.333333333,0.333333333,2017/9/3
P,P,G,C,0,0.444444444,0.444444444,0.111111111,2017/9/10
C,P,P,G,0,0.666666667,0.666666667,-0.333333333,2017/9/17
G,C,P,P,0,1.333333333,0.333333333,-0.666666667,2017/9/24
C,G,C,P,1,0.333333333,0.333333333,0.333333333,2017/10/8
P,C,G,C,0,0.366666667,0.266666667,0.366666667,2017/10/15
G,P,C,G,0,0.407407407,0.296296296,0.296296296,2017/10/22
C,G,P,C,0,0.333333333,0.333333333,0.333333333,2017/11/5
C,C,G,P,0,0.380952381,0.238095238,0.380952381,2017/11/12
G,C,C,G,0,0.444444444,0.111111111,0.444444444,2017/11/19
P,G,C,C,0,0.333333333,0.133333333,0.533333333,2017/11/26
P,P,G,C,0,0.416666667,0.166666667,0.416666667,2017/12/3
C,P,P,G,0,0.555555556,0.222222222,0.222222222,2017/12/10
G,C,P,P,0,0.833333333,-0.166666667,0.333333333,2017/12/17
P,G,C,P,0,0.666666667,-0.333333333,0.666666667,2017/12/24
